location,Mname,date
USA,Moderna,2021/3/8
USA,Pfizer/BioNTech,2021/3/8
USA,Johnson&Johnson,2021/3/9
USA,Moderna,2021/3/9
USA,Pfizer/BioNTech,2021/3/9
USA,Johnson&Johnson,2021/3/10
USA,Moderna,2021/3/10
USA,Pfizer/BioNTech,2021/3/10
USA,Johnson&Johnson,2021/3/11
USA,Moderna,2021/3/11
USA,Pfizer/BioNTech,2021/3/11
USA,Johnson&Johnson,2021/3/12
USA,Moderna,2021/3/12
USA,Pfizer/BioNTech,2021/3/12
USA,Johnson&Johnson,2021/3/13
USA,Moderna,2021/3/13
USA,Pfizer/BioNTech,2021/3/13
USA,Johnson&Johnson,2021/3/14
USA,Moderna,2021/3/14
USA,Pfizer/BioNTech,2021/3/14
USA,Johnson&Johnson,2021/3/15
USA,Moderna,2021/3/15
USA,Pfizer/BioNTech,2021/3/15
USA,Johnson&Johnson,2021/3/16
USA,Moderna,2021/3/16
USA,Pfizer/BioNTech,2021/3/16
USA,Johnson&Johnson,2021/3/17
USA,Moderna,2021/3/17
USA,Pfizer/BioNTech,2021/3/17
USA,Johnson&Johnson,2021/3/18
USA,Moderna,2021/3/18
USA,Pfizer/BioNTech,2021/3/18
USA,Johnson&Johnson,2021/3/19
USA,Moderna,2021/3/19
USA,Pfizer/BioNTech,2021/3/19
USA,Johnson&Johnson,2021/3/20
USA,Moderna,2021/3/20
USA,Pfizer/BioNTech,2021/3/20
USA,Johnson&Johnson,2021/3/21
USA,Moderna,2021/3/21
USA,Pfizer/BioNTech,2021/3/21
USA,Johnson&Johnson,2021/3/22
USA,Moderna,2021/3/22
USA,Pfizer/BioNTech,2021/3/22
USA,Johnson&Johnson,2021/3/23
USA,Moderna,2021/3/23
USA,Pfizer/BioNTech,2021/3/23
USA,Johnson&Johnson,2021/3/24
USA,Moderna,2021/3/24
USA,Pfizer/BioNTech,2021/3/24
USA,Johnson&Johnson,2021/3/25
USA,Moderna,2021/3/25
USA,Pfizer/BioNTech,2021/3/25
USA,Johnson&Johnson,2021/3/26
USA,Moderna,2021/3/26
USA,Pfizer/BioNTech,2021/3/26
USA,Johnson&Johnson,2021/3/27
USA,Moderna,2021/3/27
USA,Pfizer/BioNTech,2021/3/27
USA,Johnson&Johnson,2021/3/28
USA,Moderna,2021/3/28
USA,Pfizer/BioNTech,2021/3/28
USA,Johnson&Johnson,2021/3/29
USA,Moderna,2021/3/29
USA,Pfizer/BioNTech,2021/3/29
USA,Johnson&Johnson,2021/3/30
USA,Moderna,2021/3/30
USA,Pfizer/BioNTech,2021/3/30
USA,Johnson&Johnson,2021/3/31
USA,Moderna,2021/3/31
USA,Pfizer/BioNTech,2021/3/31
USA,Johnson&Johnson,2021/4/1
USA,Moderna,2021/4/1
USA,Pfizer/BioNTech,2021/4/1
USA,Johnson&Johnson,2021/4/2
USA,Moderna,2021/4/2
USA,Pfizer/BioNTech,2021/4/2
USA,Johnson&Johnson,2021/4/3
USA,Moderna,2021/4/3
USA,Pfizer/BioNTech,2021/4/3
USA,Johnson&Johnson,2021/4/4
USA,Moderna,2021/4/4
USA,Pfizer/BioNTech,2021/4/4
USA,Johnson&Johnson,2021/4/5
USA,Moderna,2021/4/5
USA,Pfizer/BioNTech,2021/4/5
USA,Johnson&Johnson,2021/4/6
USA,Moderna,2021/4/6
USA,Pfizer/BioNTech,2021/4/6
USA,Johnson&Johnson,2021/4/7
USA,Moderna,2021/4/7
USA,Pfizer/BioNTech,2021/4/7
USA,Johnson&Johnson,2021/4/8
USA,Moderna,2021/4/8
USA,Pfizer/BioNTech,2021/4/8
USA,Johnson&Johnson,2021/4/9
USA,Moderna,2021/4/9
USA,Pfizer/BioNTech,2021/4/9
USA,Johnson&Johnson,2021/4/10
USA,Moderna,2021/4/10
USA,Pfizer/BioNTech,2021/4/10
USA,Johnson&Johnson,2021/4/11
USA,Moderna,2021/4/11
USA,Pfizer/BioNTech,2021/4/11
USA,Johnson&Johnson,2021/4/12
USA,Moderna,2021/4/12
USA,Pfizer/BioNTech,2021/4/12
USA,Johnson&Johnson,2021/4/13
USA,Moderna,2021/4/13
USA,Pfizer/BioNTech,2021/4/13
USA,Johnson&Johnson,2021/4/14
USA,Moderna,2021/4/14
USA,Pfizer/BioNTech,2021/4/14
USA,Johnson&Johnson,2021/4/15
USA,Moderna,2021/4/15
USA,Pfizer/BioNTech,2021/4/15
USA,Johnson&Johnson,2021/4/16
USA,Moderna,2021/4/16
USA,Pfizer/BioNTech,2021/4/16
USA,Johnson&Johnson,2021/4/17
USA,Moderna,2021/4/17
USA,Pfizer/BioNTech,2021/4/17
USA,Johnson&Johnson,2021/4/18
USA,Moderna,2021/4/18
USA,Pfizer/BioNTech,2021/4/18
USA,Johnson&Johnson,2021/4/19
USA,Moderna,2021/4/19
USA,Pfizer/BioNTech,2021/4/19
USA,Johnson&Johnson,2021/4/20
USA,Moderna,2021/4/20
USA,Pfizer/BioNTech,2021/4/20
USA,Johnson&Johnson,2021/4/21
USA,Moderna,2021/4/21
USA,Pfizer/BioNTech,2021/4/21
USA,Johnson&Johnson,2021/4/22
USA,Moderna,2021/4/22
USA,Pfizer/BioNTech,2021/4/22
USA,Johnson&Johnson,2021/4/23
USA,Moderna,2021/4/23
USA,Pfizer/BioNTech,2021/4/23
USA,Johnson&Johnson,2021/4/24
USA,Moderna,2021/4/24
USA,Pfizer/BioNTech,2021/4/24
USA,Johnson&Johnson,2021/4/25
USA,Moderna,2021/4/25
USA,Pfizer/BioNTech,2021/4/25
USA,Johnson&Johnson,2021/4/26
USA,Moderna,2021/4/26
USA,Pfizer/BioNTech,2021/4/26
USA,Johnson&Johnson,2021/4/27
USA,Moderna,2021/4/27
USA,Pfizer/BioNTech,2021/4/27
USA,Johnson&Johnson,2021/4/28
USA,Moderna,2021/4/28
USA,Pfizer/BioNTech,2021/4/28
USA,Johnson&Johnson,2021/4/29
USA,Moderna,2021/4/29
USA,Pfizer/BioNTech,2021/4/29
USA,Johnson&Johnson,2021/4/30
USA,Moderna,2021/4/30
USA,Pfizer/BioNTech,2021/4/30
USA,Johnson&Johnson,2021/5/1
USA,Moderna,2021/5/1
USA,Pfizer/BioNTech,2021/5/1
USA,Johnson&Johnson,2021/5/2
USA,Moderna,2021/5/2
USA,Pfizer/BioNTech,2021/5/2
USA,Johnson&Johnson,2021/5/3
USA,Moderna,2021/5/3
USA,Pfizer/BioNTech,2021/5/3
USA,Johnson&Johnson,2021/5/4
USA,Moderna,2021/5/4
USA,Pfizer/BioNTech,2021/5/4
USA,Johnson&Johnson,2021/5/5
USA,Moderna,2021/5/5
USA,Pfizer/BioNTech,2021/5/5
USA,Johnson&Johnson,2021/5/6
USA,Moderna,2021/5/6
USA,Pfizer/BioNTech,2021/5/6
USA,Johnson&Johnson,2021/5/7
USA,Moderna,2021/5/7
USA,Pfizer/BioNTech,2021/5/7
USA,Johnson&Johnson,2021/5/8
USA,Moderna,2021/5/8
USA,Pfizer/BioNTech,2021/5/8
USA,Johnson&Johnson,2021/5/9
USA,Moderna,2021/5/9
USA,Pfizer/BioNTech,2021/5/9
USA,Johnson&Johnson,2021/5/10
USA,Moderna,2021/5/10
USA,Pfizer/BioNTech,2021/5/10
USA,Johnson&Johnson,2021/5/11
USA,Moderna,2021/5/11
USA,Pfizer/BioNTech,2021/5/11
USA,Johnson&Johnson,2021/5/12
USA,Moderna,2021/5/12
USA,Pfizer/BioNTech,2021/5/12
USA,Johnson&Johnson,2021/5/13
USA,Moderna,2021/5/13
USA,Pfizer/BioNTech,2021/5/13
USA,Johnson&Johnson,2021/5/14
USA,Moderna,2021/5/14
USA,Pfizer/BioNTech,2021/5/14
USA,Johnson&Johnson,2021/5/15
USA,Moderna,2021/5/15
USA,Pfizer/BioNTech,2021/5/15
USA,Johnson&Johnson,2021/5/16
USA,Moderna,2021/5/16
USA,Pfizer/BioNTech,2021/5/16
USA,Johnson&Johnson,2021/5/17
USA,Moderna,2021/5/17
USA,Pfizer/BioNTech,2021/5/17
USA,Johnson&Johnson,2021/5/18
USA,Moderna,2021/5/18
USA,Pfizer/BioNTech,2021/5/18
USA,Johnson&Johnson,2021/5/19
USA,Moderna,2021/5/19
USA,Pfizer/BioNTech,2021/5/19
USA,Johnson&Johnson,2021/5/20
USA,Moderna,2021/5/20
USA,Pfizer/BioNTech,2021/5/20
USA,Johnson&Johnson,2021/5/21
USA,Moderna,2021/5/21
USA,Pfizer/BioNTech,2021/5/21
USA,Johnson&Johnson,2021/5/22
USA,Moderna,2021/5/22
USA,Pfizer/BioNTech,2021/5/22
USA,Johnson&Johnson,2021/5/23
USA,Moderna,2021/5/23
USA,Pfizer/BioNTech,2021/5/23
USA,Johnson&Johnson,2021/5/24
USA,Moderna,2021/5/24
USA,Pfizer/BioNTech,2021/5/24
USA,Johnson&Johnson,2021/5/25
USA,Moderna,2021/5/25
USA,Pfizer/BioNTech,2021/5/25
USA,Johnson&Johnson,2021/5/26
USA,Moderna,2021/5/26
USA,Pfizer/BioNTech,2021/5/26
USA,Johnson&Johnson,2021/5/27
USA,Moderna,2021/5/27
USA,Pfizer/BioNTech,2021/5/27
USA,Johnson&Johnson,2021/5/28
USA,Moderna,2021/5/28
USA,Pfizer/BioNTech,2021/5/28
USA,Johnson&Johnson,2021/5/29
USA,Moderna,2021/5/29
USA,Pfizer/BioNTech,2021/5/29
USA,Johnson&Johnson,2021/5/30
USA,Moderna,2021/5/30
USA,Pfizer/BioNTech,2021/5/30
USA,Johnson&Johnson,2021/5/31
USA,Moderna,2021/5/31
USA,Pfizer/BioNTech,2021/5/31
USA,Johnson&Johnson,2021/6/1
USA,Moderna,2021/6/1
USA,Pfizer/BioNTech,2021/6/1
USA,Johnson&Johnson,2021/6/2
USA,Moderna,2021/6/2
USA,Pfizer/BioNTech,2021/6/2
USA,Johnson&Johnson,2021/6/3
USA,Moderna,2021/6/3
USA,Pfizer/BioNTech,2021/6/3
USA,Johnson&Johnson,2021/6/4
USA,Moderna,2021/6/4
USA,Pfizer/BioNTech,2021/6/4
USA,Johnson&Johnson,2021/6/5
USA,Moderna,2021/6/5
USA,Pfizer/BioNTech,2021/6/5
USA,Johnson&Johnson,2021/6/6
USA,Moderna,2021/6/6
USA,Pfizer/BioNTech,2021/6/6
USA,Johnson&Johnson,2021/6/7
USA,Moderna,2021/6/7
USA,Pfizer/BioNTech,2021/6/7
USA,Johnson&Johnson,2021/6/8
USA,Moderna,2021/6/8
USA,Pfizer/BioNTech,2021/6/8
USA,Johnson&Johnson,2021/6/9
USA,Moderna,2021/6/9
USA,Pfizer/BioNTech,2021/6/9
USA,Johnson&Johnson,2021/6/10
USA,Moderna,2021/6/10
USA,Pfizer/BioNTech,2021/6/10
USA,Johnson&Johnson,2021/6/11
USA,Moderna,2021/6/11
USA,Pfizer/BioNTech,2021/6/11
USA,Johnson&Johnson,2021/6/12
USA,Moderna,2021/6/12
USA,Pfizer/BioNTech,2021/6/12
USA,Johnson&Johnson,2021/6/13
USA,Moderna,2021/6/13
USA,Pfizer/BioNTech,2021/6/13
USA,Johnson&Johnson,2021/6/14
USA,Moderna,2021/6/14
USA,Pfizer/BioNTech,2021/6/14
USA,Johnson&Johnson,2021/6/15
USA,Moderna,2021/6/15
USA,Pfizer/BioNTech,2021/6/15
USA,Johnson&Johnson,2021/6/16
USA,Moderna,2021/6/16
USA,Pfizer/BioNTech,2021/6/16
USA,Johnson&Johnson,2021/6/17
USA,Moderna,2021/6/17
USA,Pfizer/BioNTech,2021/6/17
USA,Johnson&Johnson,2021/6/18
USA,Moderna,2021/6/18
USA,Pfizer/BioNTech,2021/6/18
USA,Johnson&Johnson,2021/6/19
USA,Moderna,2021/6/19
USA,Pfizer/BioNTech,2021/6/19
USA,Johnson&Johnson,2021/6/20
USA,Moderna,2021/6/20
USA,Pfizer/BioNTech,2021/6/20
USA,Johnson&Johnson,2021/6/21
USA,Moderna,2021/6/21
USA,Pfizer/BioNTech,2021/6/21
USA,Johnson&Johnson,2021/6/22
USA,Moderna,2021/6/22
USA,Pfizer/BioNTech,2021/6/22
USA,Johnson&Johnson,2021/6/23
USA,Moderna,2021/6/23
USA,Pfizer/BioNTech,2021/6/23
USA,Johnson&Johnson,2021/6/24
USA,Moderna,2021/6/24
USA,Pfizer/BioNTech,2021/6/24
USA,Johnson&Johnson,2021/6/25
USA,Moderna,2021/6/25
USA,Pfizer/BioNTech,2021/6/25
USA,Johnson&Johnson,2021/6/26
USA,Moderna,2021/6/26
USA,Pfizer/BioNTech,2021/6/26
USA,Johnson&Johnson,2021/6/27
USA,Moderna,2021/6/27
USA,Pfizer/BioNTech,2021/6/27
USA,Johnson&Johnson,2021/6/28
USA,Moderna,2021/6/28
USA,Pfizer/BioNTech,2021/6/28
USA,Johnson&Johnson,2021/6/29
USA,Moderna,2021/6/29
USA,Pfizer/BioNTech,2021/6/29
USA,Johnson&Johnson,2021/6/30
USA,Moderna,2021/6/30
USA,Pfizer/BioNTech,2021/6/30
USA,Johnson&Johnson,2021/7/1
USA,Moderna,2021/7/1
USA,Pfizer/BioNTech,2021/7/1
USA,Johnson&Johnson,2021/7/2
USA,Moderna,2021/7/2
USA,Pfizer/BioNTech,2021/7/2
USA,Johnson&Johnson,2021/7/3
USA,Moderna,2021/7/3
USA,Pfizer/BioNTech,2021/7/3
USA,Johnson&Johnson,2021/7/4
USA,Moderna,2021/7/4
USA,Pfizer/BioNTech,2021/7/4
USA,Johnson&Johnson,2021/7/5
USA,Moderna,2021/7/5
USA,Pfizer/BioNTech,2021/7/5
USA,Johnson&Johnson,2021/7/6
USA,Moderna,2021/7/6
USA,Pfizer/BioNTech,2021/7/6
USA,Johnson&Johnson,2021/7/7
USA,Moderna,2021/7/7
USA,Pfizer/BioNTech,2021/7/7
USA,Johnson&Johnson,2021/7/8
USA,Moderna,2021/7/8
USA,Pfizer/BioNTech,2021/7/8
USA,Johnson&Johnson,2021/7/9
USA,Moderna,2021/7/9
USA,Pfizer/BioNTech,2021/7/9
USA,Johnson&Johnson,2021/7/10
USA,Moderna,2021/7/10
USA,Pfizer/BioNTech,2021/7/10
USA,Johnson&Johnson,2021/7/11
USA,Moderna,2021/7/11
USA,Pfizer/BioNTech,2021/7/11
USA,Johnson&Johnson,2021/7/12
USA,Moderna,2021/7/12
USA,Pfizer/BioNTech,2021/7/12
USA,Johnson&Johnson,2021/7/13
USA,Moderna,2021/7/13
USA,Pfizer/BioNTech,2021/7/13
USA,Johnson&Johnson,2021/7/14
USA,Moderna,2021/7/14
USA,Pfizer/BioNTech,2021/7/14
USA,Johnson&Johnson,2021/7/15
USA,Moderna,2021/7/15
USA,Pfizer/BioNTech,2021/7/15
USA,Johnson&Johnson,2021/7/16
USA,Moderna,2021/7/16
USA,Pfizer/BioNTech,2021/7/16
USA,Johnson&Johnson,2021/7/17
USA,Moderna,2021/7/17
USA,Pfizer/BioNTech,2021/7/17
USA,Johnson&Johnson,2021/7/18
USA,Moderna,2021/7/18
USA,Pfizer/BioNTech,2021/7/18
USA,Johnson&Johnson,2021/7/19
USA,Moderna,2021/7/19
USA,Pfizer/BioNTech,2021/7/19
USA,Johnson&Johnson,2021/7/20
USA,Moderna,2021/7/20
USA,Pfizer/BioNTech,2021/7/20
USA,Johnson&Johnson,2021/7/21
USA,Moderna,2021/7/21
USA,Pfizer/BioNTech,2021/7/21
USA,Johnson&Johnson,2021/7/22
USA,Moderna,2021/7/22
USA,Pfizer/BioNTech,2021/7/22
USA,Johnson&Johnson,2021/7/23
USA,Moderna,2021/7/23
USA,Pfizer/BioNTech,2021/7/23
USA,Johnson&Johnson,2021/7/24
USA,Moderna,2021/7/24
USA,Pfizer/BioNTech,2021/7/24
USA,Johnson&Johnson,2021/7/25
USA,Moderna,2021/7/25
USA,Pfizer/BioNTech,2021/7/25
USA,Johnson&Johnson,2021/7/26
USA,Moderna,2021/7/26
USA,Pfizer/BioNTech,2021/7/26
USA,Johnson&Johnson,2021/7/27
USA,Moderna,2021/7/27
USA,Pfizer/BioNTech,2021/7/27
USA,Johnson&Johnson,2021/7/28
USA,Moderna,2021/7/28
USA,Pfizer/BioNTech,2021/7/28
USA,Johnson&Johnson,2021/7/29
USA,Moderna,2021/7/29
USA,Pfizer/BioNTech,2021/7/29
USA,Johnson&Johnson,2021/7/30
USA,Moderna,2021/7/30
USA,Pfizer/BioNTech,2021/7/30
USA,Johnson&Johnson,2021/7/31
USA,Moderna,2021/7/31
USA,Pfizer/BioNTech,2021/7/31
USA,Johnson&Johnson,2021/8/1
USA,Moderna,2021/8/1
USA,Pfizer/BioNTech,2021/8/1
USA,Johnson&Johnson,2021/8/2
USA,Moderna,2021/8/2
USA,Pfizer/BioNTech,2021/8/2
USA,Johnson&Johnson,2021/8/3
USA,Moderna,2021/8/3
USA,Pfizer/BioNTech,2021/8/3
USA,Johnson&Johnson,2021/8/4
USA,Moderna,2021/8/4
USA,Pfizer/BioNTech,2021/8/4
USA,Johnson&Johnson,2021/8/5
USA,Moderna,2021/8/5
USA,Pfizer/BioNTech,2021/8/5
USA,Johnson&Johnson,2021/8/6
USA,Moderna,2021/8/6
USA,Pfizer/BioNTech,2021/8/6
USA,Johnson&Johnson,2021/8/7
USA,Moderna,2021/8/7
USA,Pfizer/BioNTech,2021/8/7
USA,Johnson&Johnson,2021/8/8
USA,Moderna,2021/8/8
USA,Pfizer/BioNTech,2021/8/8
USA,Johnson&Johnson,2021/8/9
USA,Moderna,2021/8/9
USA,Pfizer/BioNTech,2021/8/9
USA,Johnson&Johnson,2021/8/10
USA,Moderna,2021/8/10
USA,Pfizer/BioNTech,2021/8/10
USA,Johnson&Johnson,2021/8/11
USA,Moderna,2021/8/11
USA,Pfizer/BioNTech,2021/8/11
USA,Johnson&Johnson,2021/8/12
USA,Moderna,2021/8/12
USA,Pfizer/BioNTech,2021/8/12
USA,Johnson&Johnson,2021/8/13
USA,Moderna,2021/8/13
USA,Pfizer/BioNTech,2021/8/13
USA,Johnson&Johnson,2021/8/14
USA,Moderna,2021/8/14
USA,Pfizer/BioNTech,2021/8/14
USA,Johnson&Johnson,2021/8/15
USA,Moderna,2021/8/15
USA,Pfizer/BioNTech,2021/8/15
USA,Johnson&Johnson,2021/8/16
USA,Moderna,2021/8/16
USA,Pfizer/BioNTech,2021/8/16
USA,Johnson&Johnson,2021/8/17
USA,Moderna,2021/8/17
USA,Pfizer/BioNTech,2021/8/17
USA,Johnson&Johnson,2021/8/18
USA,Moderna,2021/8/18
USA,Pfizer/BioNTech,2021/8/18
USA,Johnson&Johnson,2021/8/19
USA,Moderna,2021/8/19
USA,Pfizer/BioNTech,2021/8/19
USA,Johnson&Johnson,2021/8/20
USA,Moderna,2021/8/20
USA,Pfizer/BioNTech,2021/8/20
USA,Johnson&Johnson,2021/8/21
USA,Moderna,2021/8/21
USA,Pfizer/BioNTech,2021/8/21
USA,Johnson&Johnson,2021/8/22
USA,Moderna,2021/8/22
USA,Pfizer/BioNTech,2021/8/22
USA,Johnson&Johnson,2021/8/23
USA,Moderna,2021/8/23
USA,Pfizer/BioNTech,2021/8/23
USA,Johnson&Johnson,2021/8/24
USA,Moderna,2021/8/24
USA,Pfizer/BioNTech,2021/8/24
USA,Johnson&Johnson,2021/8/25
USA,Moderna,2021/8/25
USA,Pfizer/BioNTech,2021/8/25
USA,Johnson&Johnson,2021/8/26
USA,Moderna,2021/8/26
USA,Pfizer/BioNTech,2021/8/26
USA,Johnson&Johnson,2021/8/27
USA,Moderna,2021/8/27
USA,Pfizer/BioNTech,2021/8/27
USA,Johnson&Johnson,2021/8/28
USA,Moderna,2021/8/28
USA,Pfizer/BioNTech,2021/8/28
USA,Johnson&Johnson,2021/8/29
USA,Moderna,2021/8/29
USA,Pfizer/BioNTech,2021/8/29
USA,Johnson&Johnson,2021/8/30
USA,Moderna,2021/8/30
USA,Pfizer/BioNTech,2021/8/30
USA,Johnson&Johnson,2021/8/31
USA,Moderna,2021/8/31
USA,Pfizer/BioNTech,2021/8/31
USA,Johnson&Johnson,2021/9/1
USA,Moderna,2021/9/1
USA,Pfizer/BioNTech,2021/9/1
USA,Johnson&Johnson,2021/9/2
USA,Moderna,2021/9/2
USA,Pfizer/BioNTech,2021/9/2
USA,Johnson&Johnson,2021/9/3
USA,Moderna,2021/9/3
USA,Pfizer/BioNTech,2021/9/3
USA,Johnson&Johnson,2021/9/4
USA,Moderna,2021/9/4
USA,Pfizer/BioNTech,2021/9/4
USA,Johnson&Johnson,2021/9/5
USA,Moderna,2021/9/5
USA,Pfizer/BioNTech,2021/9/5
USA,Johnson&Johnson,2021/9/6
USA,Moderna,2021/9/6
USA,Pfizer/BioNTech,2021/9/6
USA,Johnson&Johnson,2021/9/7
USA,Moderna,2021/9/7
USA,Pfizer/BioNTech,2021/9/7
USA,Johnson&Johnson,2021/9/8
USA,Moderna,2021/9/8
USA,Pfizer/BioNTech,2021/9/8
USA,Johnson&Johnson,2021/9/9
USA,Moderna,2021/9/9
USA,Pfizer/BioNTech,2021/9/9
USA,Johnson&Johnson,2021/9/10
USA,Moderna,2021/9/10
USA,Pfizer/BioNTech,2021/9/10
USA,Johnson&Johnson,2021/9/11
USA,Moderna,2021/9/11
USA,Pfizer/BioNTech,2021/9/11
USA,Johnson&Johnson,2021/9/12
USA,Moderna,2021/9/12
USA,Pfizer/BioNTech,2021/9/12
USA,Johnson&Johnson,2021/9/13
USA,Moderna,2021/9/13
USA,Pfizer/BioNTech,2021/9/13
USA,Johnson&Johnson,2021/9/14
USA,Moderna,2021/9/14
USA,Pfizer/BioNTech,2021/9/14
USA,Johnson&Johnson,2021/9/15
USA,Moderna,2021/9/15
USA,Pfizer/BioNTech,2021/9/15
USA,Johnson&Johnson,2021/9/16
USA,Moderna,2021/9/16
USA,Pfizer/BioNTech,2021/9/16
USA,Johnson&Johnson,2021/9/17
USA,Moderna,2021/9/17
USA,Pfizer/BioNTech,2021/9/17
USA,Johnson&Johnson,2021/9/18
USA,Moderna,2021/9/18
USA,Pfizer/BioNTech,2021/9/18
USA,Johnson&Johnson,2021/9/19
USA,Moderna,2021/9/19
USA,Pfizer/BioNTech,2021/9/19
USA,Johnson&Johnson,2021/9/20
USA,Moderna,2021/9/20
USA,Pfizer/BioNTech,2021/9/20
USA,Johnson&Johnson,2021/9/21
USA,Moderna,2021/9/21
USA,Pfizer/BioNTech,2021/9/21
USA,Johnson&Johnson,2021/9/22
USA,Moderna,2021/9/22
USA,Pfizer/BioNTech,2021/9/22
USA,Johnson&Johnson,2021/9/23
USA,Moderna,2021/9/23
USA,Pfizer/BioNTech,2021/9/23
USA,Johnson&Johnson,2021/9/24
USA,Moderna,2021/9/24
USA,Pfizer/BioNTech,2021/9/24
USA,Johnson&Johnson,2021/9/25
USA,Moderna,2021/9/25
USA,Pfizer/BioNTech,2021/9/25
USA,Johnson&Johnson,2021/9/26
USA,Moderna,2021/9/26
USA,Pfizer/BioNTech,2021/9/26
USA,Johnson&Johnson,2021/9/27
USA,Moderna,2021/9/27
USA,Pfizer/BioNTech,2021/9/27
USA,Johnson&Johnson,2021/9/28
USA,Moderna,2021/9/28
USA,Pfizer/BioNTech,2021/9/28
USA,Johnson&Johnson,2021/9/29
USA,Moderna,2021/9/29
USA,Pfizer/BioNTech,2021/9/29
USA,Johnson&Johnson,2021/9/30
USA,Moderna,2021/9/30
USA,Pfizer/BioNTech,2021/9/30
USA,Johnson&Johnson,2021/10/1
USA,Moderna,2021/10/1
USA,Pfizer/BioNTech,2021/10/1
USA,Johnson&Johnson,2021/10/2
USA,Moderna,2021/10/2
USA,Pfizer/BioNTech,2021/10/2
USA,Johnson&Johnson,2021/10/3
USA,Moderna,2021/10/3
USA,Pfizer/BioNTech,2021/10/3
USA,Johnson&Johnson,2021/10/4
USA,Moderna,2021/10/4
USA,Pfizer/BioNTech,2021/10/4
USA,Johnson&Johnson,2021/10/5
USA,Moderna,2021/10/5
USA,Pfizer/BioNTech,2021/10/5
USA,Johnson&Johnson,2021/10/6
USA,Moderna,2021/10/6
USA,Pfizer/BioNTech,2021/10/6
USA,Johnson&Johnson,2021/10/7
USA,Moderna,2021/10/7
USA,Pfizer/BioNTech,2021/10/7
USA,Johnson&Johnson,2021/10/8
USA,Moderna,2021/10/8
USA,Pfizer/BioNTech,2021/10/8
USA,Johnson&Johnson,2021/10/9
USA,Moderna,2021/10/9
USA,Pfizer/BioNTech,2021/10/9
USA,Johnson&Johnson,2021/10/10
USA,Moderna,2021/10/10
USA,Pfizer/BioNTech,2021/10/10
USA,Johnson&Johnson,2021/10/11
USA,Moderna,2021/10/11
USA,Pfizer/BioNTech,2021/10/11
USA,Johnson&Johnson,2021/10/12
USA,Moderna,2021/10/12
USA,Pfizer/BioNTech,2021/10/12
USA,Johnson&Johnson,2021/10/13
USA,Moderna,2021/10/13
USA,Pfizer/BioNTech,2021/10/13
USA,Johnson&Johnson,2021/10/14
USA,Moderna,2021/10/14
USA,Pfizer/BioNTech,2021/10/14
USA,Johnson&Johnson,2021/10/15
USA,Moderna,2021/10/15
USA,Pfizer/BioNTech,2021/10/15
USA,Johnson&Johnson,2021/10/16
USA,Moderna,2021/10/16
USA,Pfizer/BioNTech,2021/10/16
USA,Johnson&Johnson,2021/10/17
USA,Moderna,2021/10/17
USA,Pfizer/BioNTech,2021/10/17
USA,Johnson&Johnson,2021/10/18
USA,Moderna,2021/10/18
USA,Pfizer/BioNTech,2021/10/18
USA,Johnson&Johnson,2021/10/19
USA,Moderna,2021/10/19
USA,Pfizer/BioNTech,2021/10/19
USA,Johnson&Johnson,2021/10/20
USA,Moderna,2021/10/20
USA,Pfizer/BioNTech,2021/10/20
USA,Johnson&Johnson,2021/10/21
USA,Moderna,2021/10/21
USA,Pfizer/BioNTech,2021/10/21
USA,Johnson&Johnson,2021/10/22
USA,Moderna,2021/10/22
USA,Pfizer/BioNTech,2021/10/22
USA,Johnson&Johnson,2021/10/23
USA,Moderna,2021/10/23
USA,Pfizer/BioNTech,2021/10/23
USA,Johnson&Johnson,2021/10/24
USA,Moderna,2021/10/24
USA,Pfizer/BioNTech,2021/10/24
USA,Johnson&Johnson,2021/10/25
USA,Moderna,2021/10/25
USA,Pfizer/BioNTech,2021/10/25
USA,Johnson&Johnson,2021/10/26
USA,Moderna,2021/10/26
USA,Pfizer/BioNTech,2021/10/26
USA,Johnson&Johnson,2021/10/27
USA,Moderna,2021/10/27
USA,Pfizer/BioNTech,2021/10/27
USA,Johnson&Johnson,2021/10/28
USA,Moderna,2021/10/28
USA,Pfizer/BioNTech,2021/10/28
USA,Johnson&Johnson,2021/10/29
USA,Moderna,2021/10/29
USA,Pfizer/BioNTech,2021/10/29
USA,Johnson&Johnson,2021/10/30
USA,Moderna,2021/10/30
USA,Pfizer/BioNTech,2021/10/30
USA,Johnson&Johnson,2021/10/31
USA,Moderna,2021/10/31
USA,Pfizer/BioNTech,2021/10/31
USA,Johnson&Johnson,2021/11/1
USA,Moderna,2021/11/1
USA,Pfizer/BioNTech,2021/11/1
USA,Johnson&Johnson,2021/11/2
USA,Moderna,2021/11/2
USA,Pfizer/BioNTech,2021/11/2
USA,Johnson&Johnson,2021/11/3
USA,Moderna,2021/11/3
USA,Pfizer/BioNTech,2021/11/3
USA,Johnson&Johnson,2021/11/4
USA,Moderna,2021/11/4
USA,Pfizer/BioNTech,2021/11/4
USA,Johnson&Johnson,2021/11/5
USA,Moderna,2021/11/5
USA,Pfizer/BioNTech,2021/11/5
USA,Johnson&Johnson,2021/11/6
USA,Moderna,2021/11/6
USA,Pfizer/BioNTech,2021/11/6
USA,Johnson&Johnson,2021/11/7
USA,Moderna,2021/11/7
USA,Pfizer/BioNTech,2021/11/7
USA,Johnson&Johnson,2021/11/8
USA,Moderna,2021/11/8
